Map Key,Point Key,File,Layer,Marker,Stop Number,Is Direction Stop,Point Name,Longitude,Latitude,Altitude
1eeaapX4S0W2eq_p9qhfFthhDnTamnxX0,1eeaapX4S0W2eq_p9qhfFthhDnTamnxX0-P221,2026.EIS.000126.kmz,Directions from Delowar Company Jame Masjid to Chattogram Asian Apparels Ltd,B,2,TRUE,"202-205 Bayazid Bostami Rd, Chittagong, Bangladesh",91.8156407,22.3927525,0
1eeaapX4S0W2eq_p9qhfFthhDnTamnxX0,1eeaapX4S0W2eq_p9qhfFthhDnTamnxX0-P222,2026.EIS.000126.kmz,Directions from Delowar Company Jame Masjid to Chattogram Asian Apparels Ltd,C,3,TRUE,Chattogram Asian Apparels Ltd,91.812519,22.3833073,0
1glCWjUkunb53ol4WZeo9BNhP_qehaVfg,1glCWjUkunb53ol4WZeo9BNhP_qehaVfg-P223,2025.EIS.000066.kmz,"Directions from 5C4H+FPH, Mahona Bhabanipur, Bangladesh to 5C5J+3H4, Bangladesh",A,1,TRUE,"5C4H+FPH, Mahona Bhabanipur, Bangladesh",90.4290075,24.1563915,0
1glCWjUkunb53ol4WZeo9BNhP_qehaVfg,1glCWjUkunb53ol4WZeo9BNhP_qehaVfg-P224,2025.EIS.000066.kmz,"Directions from 5C4H+FPH, Mahona Bhabanipur, Bangladesh to 5C5J+3H4, Bangladesh",B,2,TRUE,"Silken Sewing Ltd., Dhaka - Mymensingh Highway",90.4280645,24.1589399,0
1glCWjUkunb53ol4WZeo9BNhP_qehaVfg,1glCWjUkunb53ol4WZeo9BNhP_qehaVfg-P225,2025.EIS.000066.kmz,"Directions from 5C4H+FPH, Mahona Bhabanipur, Bangladesh to 5C5J+3H4, Bangladesh",C,3,TRUE,"5C5J+3H4, Bangladesh",90.4312715,24.15712,0
1gnNgAjhUwQsi06BqgqcLCSmZgFKcTy5o,1gnNgAjhUwQsi06BqgqcLCSmZgFKcTy5o-P226,2025.EIS.000103.kmz,"Directions from চৌধুরী নগর আবাসিক এলাকা to Image garments,chittagong",A,1,TRUE,চৌধুরী নগর আবাসিক এলাকা,91.8022761,22.3738208,0
1gnNgAjhUwQsi06BqgqcLCSmZgFKcTy5o,1gnNgAjhUwQsi06BqgqcLCSmZgFKcTy5o-P227,2025.EIS.000103.kmz,"Directions from চৌধুরী নগর আবাসিক এলাকা to Image garments,chittagong",B,2,TRUE,"22.377092, 91.808329",91.8083275,22.3770817,0
1gnNgAjhUwQsi06BqgqcLCSmZgFKcTy5o,1gnNgAjhUwQsi06BqgqcLCSmZgFKcTy5o-P228,2025.EIS.000103.kmz,"Directions from চৌধুরী নগর আবাসিক এলাকা to Image garments,chittagong",C,3,TRUE,"Image garments,chittagong",91.8182524,22.3690606,0
1h9aGIP85uQpQZ8tTtNZqh_6Cux0_shEV,1h9aGIP85uQpQZ8tTtNZqh_6Cux0_shEV-P229,2025.EIS.000050.kmz,"Directions from Fin-Bangla Apparels Ltd, Deger Chla Road, Gazipur to 2CJH+QHR, Bangladesh",A,1,TRUE,"Fin-Bangla Apparels Ltd, Deger Chla Road, Gazipur",90.3847238,23.9639296,0
1h9aGIP85uQpQZ8tTtNZqh_6Cux0_shEV,1h9aGIP85uQpQZ8tTtNZqh_6Cux0_shEV-P230,2025.EIS.000050.kmz,"Directions from Fin-Bangla Apparels Ltd, Deger Chla Road, Gazipur to 2CJH+QHR, Bangladesh",B,2,TRUE,"XCC8+QW2, Gazipur, Bangladesh",90.4171947,23.972166,0
1h9aGIP85uQpQZ8tTtNZqh_6Cux0_shEV,1h9aGIP85uQpQZ8tTtNZqh_6Cux0_shEV-P231,2025.EIS.000050.kmz,"Directions from Fin-Bangla Apparels Ltd, Deger Chla Road, Gazipur to 2CJH+QHR, Bangladesh",C,3,TRUE,"2CJH+QHR, Bangladesh",90.4291939,24.0322445,0
1hCTEUSnqYXLNSS5H6c6W3ZnEbUh8ZORB,1hCTEUSnqYXLNSS5H6c6W3ZnEbUh8ZORB-P232,2025.EIS.000051.kmz,"Directions from Jagir Magshimul Jame Masjid to Tarasima Apparels Limited, N5, Manikganj",A,1,TRUE,Jagir Magshimul Jame Masjid,90.030035,23.8928791,0
1hCTEUSnqYXLNSS5H6c6W3ZnEbUh8ZORB,1hCTEUSnqYXLNSS5H6c6W3ZnEbUh8ZORB-P233,2025.EIS.000051.kmz,"Directions from Jagir Magshimul Jame Masjid to Tarasima Apparels Limited, N5, Manikganj",B,2,TRUE,"W23R+GVG, Bangladesh",90.0429883,23.9047163,0
1hCTEUSnqYXLNSS5H6c6W3ZnEbUh8ZORB,1hCTEUSnqYXLNSS5H6c6W3ZnEbUh8ZORB-P234,2025.EIS.000051.kmz,"Directions from Jagir Magshimul Jame Masjid to Tarasima Apparels Limited, N5, Manikganj",C,3,TRUE,"Tarasima Apparels Limited, N5, Manikganj",90.0517183,23.9056592,0
1iHoVcByiGGpYp5hhaPSd0PfXRywcSvDV,1iHoVcByiGGpYp5hhaPSd0PfXRywcSvDV-P235,2025.EIS.000042.kmz,"Directions from Niaz Murshed Apon High School to EPYLLION Knitwears Limited, Bandar",A,1,TRUE,Niaz Murshed Apon High School,90.5373241,23.7204095,0
1iHoVcByiGGpYp5hhaPSd0PfXRywcSvDV,1iHoVcByiGGpYp5hhaPSd0PfXRywcSvDV-P236,2025.EIS.000042.kmz,"Directions from Niaz Murshed Apon High School to EPYLLION Knitwears Limited, Bandar",B,2,TRUE,"Dewanbag/দেওয়ানবাগ, Narayanganj",90.5412176,23.6922596,0
1iHoVcByiGGpYp5hhaPSd0PfXRywcSvDV,1iHoVcByiGGpYp5hhaPSd0PfXRywcSvDV-P237,2025.EIS.000042.kmz,"Directions from Niaz Murshed Apon High School to EPYLLION Knitwears Limited, Bandar",C,3,TRUE,"EPYLLION Knitwears Limited, Bandar",90.5444775,23.6912782,0
1j4e1QcA3NR9JJNO13N0B_4ClObmXxj6f,1j4e1QcA3NR9JJNO13N0B_4ClObmXxj6f-P238,2024.EIS.000039.kmz,"Directions from Bashaid, V8H3+CJF, Bangladesh to Shangu Tex Unit2, N511, আশুলিয়া",A,1,TRUE,"Bashaid, V8H3+CJF, Bangladesh",90.3047063,23.8785438,0
1j4e1QcA3NR9JJNO13N0B_4ClObmXxj6f,1j4e1QcA3NR9JJNO13N0B_4ClObmXxj6f-P239,2024.EIS.000039.kmz,"Directions from Bashaid, V8H3+CJF, Bangladesh to Shangu Tex Unit2, N511, আশুলিয়া",B,2,TRUE,"V8J4+672, Ashulia, Bangladesh",90.3055742,23.8795618,0
1j4e1QcA3NR9JJNO13N0B_4ClObmXxj6f,1j4e1QcA3NR9JJNO13N0B_4ClObmXxj6f-P240,2024.EIS.000039.kmz,"Directions from Bashaid, V8H3+CJF, Bangladesh to Shangu Tex Unit2, N511, আশুলিয়া",C,3,TRUE,"Shangu Tex Unit2, N511, আশুলিয়া",90.3038165,23.8847486,0
1mC4h-W-iogQ3AwDLdq1zKxnc8IsTAYNW,1mC4h-W-iogQ3AwDLdq1zKxnc8IsTAYNW-P241,2026.EIS.000128.kmz,"Directions from Energypac Fashions Limited to 49HF+JR6, Pirozali, Bangladesh",A,1,TRUE,Energypac Fashions Limited,90.3859799,24.1267396,0
1mC4h-W-iogQ3AwDLdq1zKxnc8IsTAYNW,1mC4h-W-iogQ3AwDLdq1zKxnc8IsTAYNW-P242,2026.EIS.000128.kmz,"Directions from Energypac Fashions Limited to 49HF+JR6, Pirozali, Bangladesh",B,2,TRUE,Sarak Ghat Bazar,90.3745368,24.1289531,0
1mC4h-W-iogQ3AwDLdq1zKxnc8IsTAYNW,1mC4h-W-iogQ3AwDLdq1zKxnc8IsTAYNW-P243,2026.EIS.000128.kmz,"Directions from Energypac Fashions Limited to 49HF+JR6, Pirozali, Bangladesh",C,3,TRUE,"49HF+JR6, Pirozali, Bangladesh",90.3745104,24.128956,0
1mIsYFbldja13QdwYsv1fejdkJyKuvgub,1mIsYFbldja13QdwYsv1fejdkJyKuvgub-P244,2025.EIS.000094.kmz,"Directions from Anupam Hosiery Industries Pvt(Ltd). Al-Muslim Group,, ঢাকা - সিলেট মহাসড়ক to QG3G+VCR, Bangladesh",A,1,TRUE,"Anupam Hosiery Industries Pvt(Ltd). Al-Muslim Group,, ঢাকা - সিলেট মহাসড়ক",90.5601115,23.7746531,0
1mIsYFbldja13QdwYsv1fejdkJyKuvgub,1mIsYFbldja13QdwYsv1fejdkJyKuvgub-P245,2025.EIS.000094.kmz,"Directions from Anupam Hosiery Industries Pvt(Ltd). Al-Muslim Group,, ঢাকা - সিলেট মহাসড়ক to QG3G+VCR, Bangladesh",B,2,TRUE,"Pakistan Market, Borpa",90.5459165,23.7557963,0
1mIsYFbldja13QdwYsv1fejdkJyKuvgub,1mIsYFbldja13QdwYsv1fejdkJyKuvgub-P246,2025.EIS.000094.kmz,"Directions from Anupam Hosiery Industries Pvt(Ltd). Al-Muslim Group,, ঢাকা - সিলেট মহাসড়ক to QG3G+VCR, Bangladesh",C,3,TRUE,"QG3G+VCR, Bangladesh",90.525416,23.7530627,0
1nEyNoH6Tv4gnhuCXztiMqLs8Kka-J0-A,1nEyNoH6Tv4gnhuCXztiMqLs8Kka-J0-A-P247,EIS.2025.SP.000030.kmz,"Directions from R723+G3P, Hemayetpur, Bangladesh to R734+765, Bangladesh",A,1,TRUE,"R723+G3P, Hemayetpur, Bangladesh",90.2528533,23.8011693,0
1nEyNoH6Tv4gnhuCXztiMqLs8Kka-J0-A,1nEyNoH6Tv4gnhuCXztiMqLs8Kka-J0-A-P248,EIS.2025.SP.000030.kmz,"Directions from R723+G3P, Hemayetpur, Bangladesh to R734+765, Bangladesh",B,2,TRUE,"R723+G5C, Bangladesh",90.2528277,23.8012293,0
1nEyNoH6Tv4gnhuCXztiMqLs8Kka-J0-A,1nEyNoH6Tv4gnhuCXztiMqLs8Kka-J0-A-P249,EIS.2025.SP.000030.kmz,"Directions from R723+G3P, Hemayetpur, Bangladesh to R734+765, Bangladesh",C,3,TRUE,"R734+765, Bangladesh",90.2553402,23.8033498,0
1nniF5ncWYhcYO_0bYrVDT7WWirE60fVU,1nniF5ncWYhcYO_0bYrVDT7WWirE60fVU-P250,2026.EIS.000141.kmz,"Directions from Body Fashion Ltd, Gazipur to 23.994416, 90.346546",A,1,TRUE,"Body Fashion Ltd, Gazipur",90.3560965,23.9912013,0
1nniF5ncWYhcYO_0bYrVDT7WWirE60fVU,1nniF5ncWYhcYO_0bYrVDT7WWirE60fVU-P251,2026.EIS.000141.kmz,"Directions from Body Fashion Ltd, Gazipur to 23.994416, 90.346546",B,2,TRUE,"23.991859, 90.352601",90.3526084,23.991866,0
1nniF5ncWYhcYO_0bYrVDT7WWirE60fVU,1nniF5ncWYhcYO_0bYrVDT7WWirE60fVU-P252,2026.EIS.000141.kmz,"Directions from Body Fashion Ltd, Gazipur to 23.994416, 90.346546",C,3,TRUE,"23.994416, 90.346546",90.3465424,23.9944147,0
1pk5FsrW6R22yhoJNDn0Y3bqIR31HlqaS,1pk5FsrW6R22yhoJNDn0Y3bqIR31HlqaS-P253,2026.EIS.BEPZA.000024.kmz,Directions from Uttara Sweater Manufacturing Company Ltd to Paschim Arazi Charaikhola,A,1,TRUE,Uttara Sweater Manufacturing Company Ltd,88.8623669,25.858793,0
1pk5FsrW6R22yhoJNDn0Y3bqIR31HlqaS,1pk5FsrW6R22yhoJNDn0Y3bqIR31HlqaS-P254,2026.EIS.BEPZA.000024.kmz,Directions from Uttara Sweater Manufacturing Company Ltd to Paschim Arazi Charaikhola,B,2,TRUE,"VV59+XPG, Bangladesh",88.8688646,25.8596626,0
1pk5FsrW6R22yhoJNDn0Y3bqIR31HlqaS,1pk5FsrW6R22yhoJNDn0Y3bqIR31HlqaS-P255,2026.EIS.BEPZA.000024.kmz,Directions from Uttara Sweater Manufacturing Company Ltd to Paschim Arazi Charaikhola,C,3,TRUE,Paschim Arazi Charaikhola,88.8461312,25.8697495,0
1rTJx0icVwhzVZtgbvkfADYWGR6e8UySG,1rTJx0icVwhzVZtgbvkfADYWGR6e8UySG-P256,2024.EIS.000043.kmz,"Directions from RQVH+PH7, Bangladesh to Tarasima Apparels Limited, N5, Manikganj",A,1,TRUE,"RQVH+PH7, Bangladesh",89.7788564,23.8449131,0
1rTJx0icVwhzVZtgbvkfADYWGR6e8UySG,1rTJx0icVwhzVZtgbvkfADYWGR6e8UySG-P257,2024.EIS.000043.kmz,"Directions from RQVH+PH7, Bangladesh to Tarasima Apparels Limited, N5, Manikganj",B,2,TRUE,"Bara Boali Bridge, Dhaka - Aricha Highway",89.7970778,23.839774,0
1rTJx0icVwhzVZtgbvkfADYWGR6e8UySG,1rTJx0icVwhzVZtgbvkfADYWGR6e8UySG-P258,2024.EIS.000043.kmz,"Directions from RQVH+PH7, Bangladesh to Tarasima Apparels Limited, N5, Manikganj",C,3,TRUE,"Tarasima Apparels Limited, N5, Manikganj",90.0517183,23.9056592,0
1rTWHRsBhAP1DdqIbLCmihuiP-C7cp88a,1rTWHRsBhAP1DdqIbLCmihuiP-C7cp88a-P259,2025.EIS.000060.kmz,"Directions from Colotex Apparel Limited- কলোটেক্স এ্যাপারেল লিমিটেড, Gazipur to Telipara, Gazipur",A,1,TRUE,"Colotex Apparel Limited- কলোটেক্স এ্যাপারেল লিমিটেড, Gazipur",90.3845102,24.0182957,0
1rTWHRsBhAP1DdqIbLCmihuiP-C7cp88a,1rTWHRsBhAP1DdqIbLCmihuiP-C7cp88a-P260,2025.EIS.000060.kmz,"Directions from Colotex Apparel Limited- কলোটেক্স এ্যাপারেল লিমিটেড, Gazipur to Telipara, Gazipur",B,2,TRUE,"Teknagopara,Behind S S Filling Station, Gazipur",90.3831964,24.0049259,0
1rTWHRsBhAP1DdqIbLCmihuiP-C7cp88a,1rTWHRsBhAP1DdqIbLCmihuiP-C7cp88a-P261,2025.EIS.000060.kmz,"Directions from Colotex Apparel Limited- কলোটেক্স এ্যাপারেল লিমিটেড, Gazipur to Telipara, Gazipur",C,3,TRUE,"Telipara, Gazipur",90.3854164,23.9963195,0
1sSBqoI5_qxeCLFpxjVPkeVm78nmjXicO,1sSBqoI5_qxeCLFpxjVPkeVm78nmjXicO-P262,2025.EIS.000068.kmz,"Directions from Graphics Textiles Limited, N 5, Dhamrai to Boro jathail play ground",A,1,TRUE,"Graphics Textiles Limited, N 5, Dhamrai",90.1245166,23.9195238,0
1sSBqoI5_qxeCLFpxjVPkeVm78nmjXicO,1sSBqoI5_qxeCLFpxjVPkeVm78nmjXicO-P263,2025.EIS.000068.kmz,"Directions from Graphics Textiles Limited, N 5, Dhamrai to Boro jathail play ground",B,2,TRUE,"236H+2XH, Balia, Bangladesh",90.0798044,24.0099932,0
1sSBqoI5_qxeCLFpxjVPkeVm78nmjXicO,1sSBqoI5_qxeCLFpxjVPkeVm78nmjXicO-P264,2025.EIS.000068.kmz,"Directions from Graphics Textiles Limited, N 5, Dhamrai to Boro jathail play ground",C,3,TRUE,Boro jathail play ground,90.0705765,24.0137448,0
1tAAzwOA-b4Ecgb9rbvhqMOXGG2hmOUHt,1tAAzwOA-b4Ecgb9rbvhqMOXGG2hmOUHt-P265,2026.EIS.BEPZA.000025.kmz,Directions from MQ5F+QX4 Chirirbandar to Section Seven International Limited Building 1,A,1,TRUE,MQ5F+QX4 Chirirbandar,88.7749621,25.6593852,0
1tAAzwOA-b4Ecgb9rbvhqMOXGG2hmOUHt,1tAAzwOA-b4Ecgb9rbvhqMOXGG2hmOUHt-P266,2026.EIS.BEPZA.000025.kmz,Directions from MQ5F+QX4 Chirirbandar to Section Seven International Limited Building 1,B,2,TRUE,"QV93+M4X, Dhaka - Dinajpur Hwy",88.8529204,25.7692357,0
1tAAzwOA-b4Ecgb9rbvhqMOXGG2hmOUHt,1tAAzwOA-b4Ecgb9rbvhqMOXGG2hmOUHt-P267,2026.EIS.BEPZA.000025.kmz,Directions from MQ5F+QX4 Chirirbandar to Section Seven International Limited Building 1,C,3,TRUE,Section Seven International Limited Building 1,88.8603896,25.8581685,0
1tSHSBLEnc8tRr2iRTqRdOJqsHMkcYO4P,1tSHSBLEnc8tRr2iRTqRdOJqsHMkcYO4P-P268,2026.EIS.000142.kmz,"Directions from F73M+FJ4, Z3037, Bangladesh to Z3037, Bangladesh",A,1,TRUE,"F73M+FJ4, Z3037, Bangladesh",90.2841128,24.4537785,0
1tSHSBLEnc8tRr2iRTqRdOJqsHMkcYO4P,1tSHSBLEnc8tRr2iRTqRdOJqsHMkcYO4P-P269,2026.EIS.000142.kmz,"Directions from F73M+FJ4, Z3037, Bangladesh to Z3037, Bangladesh",B,2,TRUE,"Z3037, Bangladesh",90.2865485,24.4528427,0
1tSHSBLEnc8tRr2iRTqRdOJqsHMkcYO4P,1tSHSBLEnc8tRr2iRTqRdOJqsHMkcYO4P-P270,2026.EIS.000142.kmz,"Directions from F73M+FJ4, Z3037, Bangladesh to Z3037, Bangladesh",C,3,TRUE,"Z3037, Bangladesh",90.3383376,24.4457847,0
1ul83dtSs3tPwM78aziPcEJpKWR2IJXsz,1ul83dtSs3tPwM78aziPcEJpKWR2IJXsz-P271,2026.EIS.000139.kmz,"Directions from MGWM+QX7, Kanchpur, Bangladesh to Kanchpur Union Parishad, MGXF+R5V, Kanchpur",A,1,TRUE,"MGWM+QX7, Kanchpur, Bangladesh",90.5349764,23.6967319,0
1ul83dtSs3tPwM78aziPcEJpKWR2IJXsz,1ul83dtSs3tPwM78aziPcEJpKWR2IJXsz-P272,2026.EIS.000139.kmz,"Directions from MGWM+QX7, Kanchpur, Bangladesh to Kanchpur Union Parishad, MGXF+R5V, Kanchpur",B,2,TRUE,"MGWM+QX7, Kanchpur, Bangladesh",90.534851,23.696618,0
1ul83dtSs3tPwM78aziPcEJpKWR2IJXsz,1ul83dtSs3tPwM78aziPcEJpKWR2IJXsz-P273,2026.EIS.000139.kmz,"Directions from MGWM+QX7, Kanchpur, Bangladesh to Kanchpur Union Parishad, MGXF+R5V, Kanchpur",C,3,TRUE,"Kanchpur Union Parishad, MGXF+R5V, Kanchpur",90.5230184,23.6996898,0
1vJA4s5HrtvDEFenSWFEe8AU7h-JH5-7P,1vJA4s5HrtvDEFenSWFEe8AU7h-JH5-7P-P274,2025.EIS.000053.kmz,"Directions from Ananta Denim Technology Ltd. to Chanpur, বন্দর, Bangladesh",A,1,TRUE,Ananta Denim Technology Ltd.,90.5348378,23.6945997,0
1vJA4s5HrtvDEFenSWFEe8AU7h-JH5-7P,1vJA4s5HrtvDEFenSWFEe8AU7h-JH5-7P-P275,2025.EIS.000053.kmz,"Directions from Ananta Denim Technology Ltd. to Chanpur, বন্দর, Bangladesh",B,2,TRUE,"MGWM+WV7, Bangladesh",90.5343032,23.6970458,0
1vJA4s5HrtvDEFenSWFEe8AU7h-JH5-7P,1vJA4s5HrtvDEFenSWFEe8AU7h-JH5-7P-P276,2025.EIS.000053.kmz,"Directions from Ananta Denim Technology Ltd. to Chanpur, বন্দর, Bangladesh",C,3,TRUE,"Chanpur, বন্দর, Bangladesh",90.5513264,23.6948003,0
1w32L8d1v_VwpouefL4FlODFUX5bNxRfB,1w32L8d1v_VwpouefL4FlODFUX5bNxRfB-P277,EIS.2026.SP.000056.kmz,"Directions from Garments Export Village Limited, Maa Tower, M. Road, Tongi to Gazibari Pukurpar, Tongi",A,1,TRUE,"Garments Export Village Limited, Maa Tower, M. Road, Tongi",90.4036449,23.8987414,0
1w32L8d1v_VwpouefL4FlODFUX5bNxRfB,1w32L8d1v_VwpouefL4FlODFUX5bNxRfB-P278,EIS.2026.SP.000056.kmz,"Directions from Garments Export Village Limited, Maa Tower, M. Road, Tongi to Gazibari Pukurpar, Tongi",B,2,TRUE,"VCW3+478, Tongi, Bangladesh",90.4034866,23.8952834,0
1w32L8d1v_VwpouefL4FlODFUX5bNxRfB,1w32L8d1v_VwpouefL4FlODFUX5bNxRfB-P279,EIS.2026.SP.000056.kmz,"Directions from Garments Export Village Limited, Maa Tower, M. Road, Tongi to Gazibari Pukurpar, Tongi",C,3,TRUE,"Gazibari Pukurpar, Tongi",90.406561,23.8929182,0
1xSbpur4D7YicbDcu31if17zb-L7cqzgw,1xSbpur4D7YicbDcu31if17zb-L7cqzgw-P280,2026.EIS.000153.kmz,"Directions from Brothers Fashion Ltd. Team Group, Dhaka - Mymensingh Road, Gazipur to X9F8+HPR, বাসন সড়ক, Gazipur",A,1,TRUE,"Brothers Fashion Ltd. Team Group, Dhaka - Mymensingh Road, Gazipur",90.3811368,23.9837991,0
1xSbpur4D7YicbDcu31if17zb-L7cqzgw,1xSbpur4D7YicbDcu31if17zb-L7cqzgw-P281,2026.EIS.000153.kmz,"Directions from Brothers Fashion Ltd. Team Group, Dhaka - Mymensingh Road, Gazipur to X9F8+HPR, বাসন সড়ক, Gazipur",B,2,TRUE,"23.983761, 90.381425",90.3814264,23.9837686,0
1xSbpur4D7YicbDcu31if17zb-L7cqzgw,1xSbpur4D7YicbDcu31if17zb-L7cqzgw-P282,2026.EIS.000153.kmz,"Directions from Brothers Fashion Ltd. Team Group, Dhaka - Mymensingh Road, Gazipur to X9F8+HPR, বাসন সড়ক, Gazipur",C,3,TRUE,"X9F8+HPR, বাসন সড়ক, Gazipur",90.3677409,23.9740836,0
1y84Doc5IrM7ccPeLpkHtyNgG5DFEE5pf,1y84Doc5IrM7ccPeLpkHtyNgG5DFEE5pf-P283,2026.EIS.000125.kmz,"Directions from W99X+4F9, Tongi, Bangladesh to Cotton Clothing (bd) Ltd, Sataish Road, Tongi",A,1,TRUE,"W99X+4F9, Tongi, Bangladesh",90.3989461,23.9176334,0
1y84Doc5IrM7ccPeLpkHtyNgG5DFEE5pf,1y84Doc5IrM7ccPeLpkHtyNgG5DFEE5pf-P284,2026.EIS.000125.kmz,"Directions from W99X+4F9, Tongi, Bangladesh to Cotton Clothing (bd) Ltd, Sataish Road, Tongi",B,2,TRUE,"110 Hassan Ln, Tongi, Bangladesh",90.3996471,23.9122103,0
1y84Doc5IrM7ccPeLpkHtyNgG5DFEE5pf,1y84Doc5IrM7ccPeLpkHtyNgG5DFEE5pf-P285,2026.EIS.000125.kmz,"Directions from W99X+4F9, Tongi, Bangladesh to Cotton Clothing (bd) Ltd, Sataish Road, Tongi",C,3,TRUE,"Cotton Clothing (bd) Ltd, Sataish Road, Tongi",90.3889812,23.9201478,0
1yKViYBPJcqYuwbtKL90NThY8yDoU_PhJ,1yKViYBPJcqYuwbtKL90NThY8yDoU_PhJ-P286,2025.EIS.000118.kmz,"Directions from Essential Clothing Limited, Mouchak - Fulbaria Road to 24.071832, 90.306248",A,1,TRUE,"Essential Clothing Limited, Mouchak - Fulbaria Road",90.3153283,24.0631819,0
1yKViYBPJcqYuwbtKL90NThY8yDoU_PhJ,1yKViYBPJcqYuwbtKL90NThY8yDoU_PhJ-P287,2025.EIS.000118.kmz,"Directions from Essential Clothing Limited, Mouchak - Fulbaria Road to 24.071832, 90.306248",B,2,TRUE,"24.070808, 90.312367",90.3123646,24.0708029,0
1yKViYBPJcqYuwbtKL90NThY8yDoU_PhJ,1yKViYBPJcqYuwbtKL90NThY8yDoU_PhJ-P288,2025.EIS.000118.kmz,"Directions from Essential Clothing Limited, Mouchak - Fulbaria Road to 24.071832, 90.306248",C,3,TRUE,"24.071832, 90.306248",90.3060703,24.071825,0
1yLfwmNq7mUOf-i7nKhJBn0nc94yfl-sM,1yLfwmNq7mUOf-i7nKhJBn0nc94yfl-sM-P289,2026.EIS.000154.kmz,"Directions from Surma Bagan to Saiham Knit Composite Ltd., Jagadishpur - Noapara Road, Noapara",A,1,TRUE,Surma Bagan,91.3990196,24.1351467,0
1yLfwmNq7mUOf-i7nKhJBn0nc94yfl-sM,1yLfwmNq7mUOf-i7nKhJBn0nc94yfl-sM-P290,2026.EIS.000154.kmz,"Directions from Surma Bagan to Saiham Knit Composite Ltd., Jagadishpur - Noapara Road, Noapara",B,2,TRUE,"AH2, Bangladesh",91.3491444,24.174705,0
1yLfwmNq7mUOf-i7nKhJBn0nc94yfl-sM,1yLfwmNq7mUOf-i7nKhJBn0nc94yfl-sM-P291,2026.EIS.000154.kmz,"Directions from Surma Bagan to Saiham Knit Composite Ltd., Jagadishpur - Noapara Road, Noapara",C,3,TRUE,"Saiham Knit Composite Ltd., Jagadishpur - Noapara Road, Noapara",91.3541437,24.1829477,0
1zh5jdg85WVbcRsZPqDugVD3t2fGdLEGs,1zh5jdg85WVbcRsZPqDugVD3t2fGdLEGs-P292,2025.EIS.000109.kmz,"Directions from BSKL-BANGLADESH SPINNERS & KNITTERS (PVT.) LTD. to 7QVP+G2R, Chattogram",A,1,TRUE,BSKL-BANGLADESH SPINNERS & KNITTERS (PVT.) LTD.,91.773389,22.2844406,0
1zh5jdg85WVbcRsZPqDugVD3t2fGdLEGs,1zh5jdg85WVbcRsZPqDugVD3t2fGdLEGs-P293,2025.EIS.000109.kmz,"Directions from BSKL-BANGLADESH SPINNERS & KNITTERS (PVT.) LTD. to 7QVP+G2R, Chattogram",B,2,TRUE,Cepz,91.7781973,22.2930208,0
1zh5jdg85WVbcRsZPqDugVD3t2fGdLEGs,1zh5jdg85WVbcRsZPqDugVD3t2fGdLEGs-P294,2025.EIS.000109.kmz,"Directions from BSKL-BANGLADESH SPINNERS & KNITTERS (PVT.) LTD. to 7QVP+G2R, Chattogram",C,3,TRUE,"7QVP+G2R, Chattogram",91.7850354,22.2935529,0
